   1.0000000e+00	   2.6319465e+01	   2.2449683e+01	   1.0000000e+00	   6.8460861e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.0000000e+00	
   1.0000000e+00	   3.1185247e+01	   1.0000000e+02	   1.0000000e+00	   5.7544219e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   2.2000000e+01	   1.0000000e+00	   2.0000000e+00	   2.0000000e+00	   1.0000000e+00	
   1.0000000e+00	   4.5667484e+01	   1.0000000e+02	   2.0000000e+00	   8.2982658e+02	   0.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   2.2000000e+01	   2.0000000e+00	   3.0000000e+00	   3.0000000e+00	   1.0000000e+00	
   2.0000000e+00	   8.0000000e+01	   2.0781854e+01	   2.0000000e+00	   6.9973638e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   2.2000000e+01	   2.0000000e+00	   4.0000000e+00	   4.0000000e+00	   1.0000000e+00	
   2.0000000e+00	   6.5325982e+01	   4.8735391e+01	   2.0000000e+00	   6.6955665e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   1.0000000e+00	   5.0000000e+00	   5.0000000e+00	   1.0000000e+00	
   2.0000000e+00	   8.6471488e+01	   6.5041211e+01	   2.0000000e+00	   5.7692809e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   2.2000000e+01	   2.0000000e+00	   6.0000000e+00	   6.0000000e+00	   1.0000000e+00	
   2.0000000e+00	   8.4360497e+01	   3.8937963e+01	   2.0000000e+00	   6.4052129e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   1.0000000e+00	   7.0000000e+00	   7.0000000e+00	   1.0000000e+00	
   1.0000000e+00	   5.2483511e+01	   1.9858351e+01	   1.0000000e+00	   8.6110960e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   2.0000000e+00	   8.0000000e+00	   8.0000000e+00	   1.0000000e+00	
   2.0000000e+00	   6.0000000e+01	   0.0000000e+00	   2.0000000e+00	   9.5335087e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   1.0000000e+00	   9.0000000e+00	   9.0000000e+00	   1.0000000e+00	
   1.0000000e+00	   5.5000000e+01	   5.3277616e+01	   2.0000000e+00	   4.9697977e+02	   0.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   2.0000000e+00	   1.0000000e+01	   1.0000000e+01	   1.0000000e+00	
   1.0000000e+00	   5.2333104e+01	   3.8953008e+01	   1.0000000e+00	   7.4810783e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   2.2000000e+01	   1.0000000e+00	   1.1000000e+01	   1.1000000e+01	   1.0000000e+00	
   1.0000000e+00	   2.5000000e+01	   1.4747581e+01	   1.0000000e+00	   6.6886557e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   2.2000000e+01	   2.0000000e+00	   1.2000000e+01	   1.2000000e+01	   1.0000000e+00	
   2.0000000e+00	   7.1610121e+01	   9.7019377e+01	   2.0000000e+00	   1.0721256e+03	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   2.0000000e+00	   1.3000000e+01	   1.3000000e+01	   1.0000000e+00	
   2.0000000e+00	   8.6807559e+01	   4.0904485e+01	   2.0000000e+00	   7.2359570e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   2.0000000e+00	   1.4000000e+01	   1.4000000e+01	   1.0000000e+00	
   1.0000000e+00	   3.9985384e+01	   2.8889406e+01	   1.0000000e+00	   5.5677805e+02	   1.0000000e+00	   2.0000000e+00	   1.0000000e+00	   1.0000000e+00	   1.1000000e+01	   2.0000000e+00	   1.5000000e+01	   1.5000000e+01	   1.0000000e+00	
